# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = bernoulli_model
# start_datetime = 2025-04-17 02:54:08 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\bernoulli\bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 1221890664 (Default)
# output
#   file = examples\bernoulli\output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 1.01208
# Diagonal elements of inverse mass matrix:
# 0.584056
-6.78037,0.944881,1.01208,1,3,0,7.42089,0.282653
-7.25483,0.83206,1.01208,1,1,0,7.25517,0.387335
-7.25483,0.55766,1.01208,1,1,0,8.15095,0.387335
-9.03236,0.456239,1.01208,1,1,0,9.17702,0.553571
-6.76398,1,1.01208,1,3,0,8.1279,0.272762
-7.01004,0.946509,1.01208,2,3,0,7.0688,0.167525
-6.87162,1,1.01208,1,1,0,6.98794,0.191534
-6.77455,1,1.01208,1,1,0,6.84313,0.221972
-6.8601,0.974727,1.01208,1,1,0,6.86093,0.194147
-7.56716,0.832798,1.01208,1,3,0,7.77111,0.427279
-6.83404,0.993909,1.01208,1,3,0,7.52924,0.20069
-7.24172,0.879571,1.01208,2,3,0,7.65366,0.385437
-7.24172,0.836581,1.01208,1,1,0,7.65026,0.385437
-7.24172,0.539914,1.01208,1,1,0,8.1723,0.385437
-6.7934,1,1.01208,1,1,0,7.06866,0.288852
-6.7934,0.513005,1.01208,1,3,0,8.15509,0.288852
-7.21301,0.84893,1.01208,1,1,0,7.21549,0.381194
-6.8351,0.962994,1.01208,2,3,0,7.47341,0.200404
-6.78552,1,1.01208,1,1,0,6.82548,0.216854
-7.00189,0.94272,1.01208,1,3,0,7.07821,0.345233
-7.77694,0.719432,1.01208,1,1,0,7.84175,0.450092
-6.93844,0.974133,1.01208,1,3,0,7.89393,0.178614
-7.25346,0.925798,1.01208,1,1,0,7.26291,0.140208
-6.77068,0.8088,1.01208,2,3,0,8.7003,0.277217
-6.77068,0.835071,1.01208,1,3,0,7.15308,0.277217
-6.81644,0.983374,1.01208,1,1,0,6.82063,0.298022
-6.76243,1,1.01208,2,3,0,6.81845,0.229195
-9.66546,0.449207,1.01208,2,3,0,10.6555,0.0459231
-9.35814,1,1.01208,1,1,0,9.94592,0.0518343
-9.35814,0.928888,1.01208,1,1,0,10.3701,0.0518343
-8.27865,1,1.01208,1,1,0,9.27535,0.0817941
-8.16711,1,1.01208,1,1,0,8.51406,0.0860973
-6.79353,0.866653,1.01208,2,3,0,8.34078,0.288912
-7.10731,0.94204,1.01208,2,3,0,7.11098,0.364422
-6.85903,1,1.01208,2,3,0,7.10777,0.194398
-7.06421,0.946976,1.01208,1,1,0,7.07065,0.160339
-7.7578,0.861479,1.01208,1,1,0,7.75877,0.105106
-6.83239,0.981047,1.01208,2,3,0,7.91785,0.20114
-7.31554,0.880516,1.01208,1,3,0,7.47214,0.395848
-7.55657,0.752475,1.01208,2,3,0,8.60673,0.117003
-6.97112,1,1.01208,1,1,0,7.42135,0.173284
-7.60323,0.864411,1.01208,1,1,0,7.60323,0.114048
-8.48554,0.869874,1.01208,1,1,0,8.50726,0.0745696
-6.96526,0.956492,1.01208,2,3,0,8.92223,0.33773
-6.88536,0.839615,1.01208,2,3,0,7.59575,0.188593
-7.27046,0.9072,1.01208,1,1,0,7.27134,0.138671
-7.54653,0.945823,1.01208,1,1,0,7.61518,0.117656
-7.88002,0.943551,1.01208,1,1,0,7.98065,0.0988101
-6.89893,1,1.01208,1,3,0,7.67494,0.185853
-7.05712,0.982394,1.01208,2,3,0,7.06399,0.355663
-6.75296,1,1.01208,1,3,0,6.94839,0.262559
-7.21693,0.843666,1.01208,2,3,0,7.5051,0.143638
-6.75798,0.993725,1.01208,1,3,0,7.11572,0.232639
-6.75798,0.318169,1.01208,1,3,0,9.73021,0.232639
-6.8021,0.98393,1.01208,2,3,0,6.84046,0.292526
-8.05988,0.60011,1.01208,1,1,0,8.06034,0.477512
-6.74895,1,1.01208,1,3,0,7.61534,0.244641
-6.75949,0.995408,1.01208,2,3,0,6.76998,0.269242
-6.75896,1,1.01208,1,1,0,6.76303,0.268785
-6.79558,0.994134,1.01208,2,3,0,6.79681,0.289802
-6.99054,0.927911,1.01208,1,1,0,6.99693,0.342964
-7.50792,0.804598,1.01208,1,1,0,7.57471,0.420342
-7.9681,0.815741,1.01208,1,1,0,8.25795,0.468972
-6.96222,1,1.01208,2,3,0,7.58703,0.337081
-6.82205,1,1.01208,2,3,0,6.94431,0.204076
-7.35109,0.905441,1.01208,1,3,0,7.3594,0.131825
-7.46704,0.977102,1.01208,1,1,0,7.58571,0.123065
-7.35149,1,1.01208,1,1,0,7.56281,0.131793
-8.60832,0.868498,1.01208,1,3,0,8.6102,0.0706854
-8.55424,1,1.01208,1,1,0,8.92149,0.0723621
-6.76207,0.892094,1.01208,1,3,0,8.43146,0.229449
-8.01722,0.747213,1.01208,1,3,0,8.23245,0.0924101
-6.75339,0.998995,1.01208,2,3,0,7.90342,0.237197
-6.83606,0.977123,1.01208,1,3,0,6.85407,0.304724
-6.83606,0.586444,1.01208,1,1,0,7.60015,0.304724
-6.75592,1,1.01208,1,1,0,6.80718,0.26593
-6.87941,0.966508,1.01208,1,3,0,6.87946,0.317403
-6.77932,0.950474,1.01208,2,3,0,7.09116,0.219628
-6.86272,0.95586,1.01208,2,3,0,7.03755,0.193539
-6.95585,0.989148,1.01208,2,3,0,6.95694,0.335711
-6.76573,0.995574,1.01208,1,3,0,6.94283,0.226984
-7.46229,0.853573,1.01208,1,3,0,7.52818,0.123401
-8.88321,0.958726,1.01208,2,3,0,9.58466,0.543256
-8.34242,1,1.01208,1,1,0,9.29928,0.502046
-6.91317,1,1.01208,1,1,0,7.76127,0.325968
-6.80249,0.925778,1.01208,2,3,0,7.22809,0.210331
-6.75427,0.99068,1.01208,2,3,0,6.86022,0.236199
-6.78675,0.874909,1.01208,2,3,0,7.34831,0.285813
-8.18473,0.729943,1.01208,2,3,0,8.31459,0.0853964
-7.84536,1,1.01208,1,1,0,8.27429,0.100534
-7.17836,1,1.01208,2,3,0,7.7196,0.147465
-7.60569,0.915349,1.01208,1,1,0,7.63638,0.113897
-8.70499,0.843524,1.01208,1,1,0,8.71099,0.0678134
-8.51976,1,1.01208,1,1,0,8.9527,0.0734589
-7.1438,1,1.01208,1,3,0,8.27564,0.151096
-7.3562,0.869066,1.01208,2,3,0,9.02085,0.131415
-6.95451,0.864569,1.01208,2,3,0,8.40689,0.335418
-7.01032,0.977742,1.01208,1,1,0,7.08392,0.346889
-7.10864,0.986797,1.01208,2,3,0,7.20189,0.364645
-7.76192,0.883571,1.01208,2,3,0,7.87263,0.448537
-9.51761,0.457154,1.01208,1,1,0,9.87372,0.58463
-6.88989,1,1.01208,1,1,0,8.40562,0.320161
-8.48196,0.677179,1.01208,2,3,0,8.54478,0.074687
-8.0567,1,1.01208,1,1,0,8.56959,0.0906836
-8.27886,0.83899,1.01208,1,3,0,9.93248,0.496737
-8.68205,0.834658,1.01208,1,1,0,9.31817,0.528678
-7.37517,1,1.01208,2,3,0,9.27772,0.12991
-7.1512,1,1.01208,1,1,0,7.38365,0.150301
-6.85512,1,1.01208,1,1,0,7.07483,0.195327
-7.17471,0.955035,1.01208,2,3,0,7.32885,0.375341
-7.17471,0.664918,1.01208,1,1,0,7.83336,0.375341
-6.7486,1,1.01208,1,3,0,7.03161,0.25428
-6.75777,0.988298,1.01208,2,3,0,6.79804,0.267715
-6.82645,0.975484,1.01208,1,1,0,6.82674,0.301539
-6.76283,1,1.01208,2,3,0,6.80462,0.27191
-6.78114,0.993441,1.01208,1,1,0,6.78447,0.283053
-7.22362,0.909735,1.01208,2,3,0,7.29831,0.142997
-7.99336,0.861319,1.01208,1,1,0,7.99879,0.0934773
-7.81521,1,1.01208,1,1,0,8.14533,0.102072
-7.10601,1,1.01208,2,3,0,7.57515,0.364201
-6.90005,1,1.01208,1,1,0,7.06565,0.322747
-7.95502,0.813364,1.01208,2,3,0,7.97906,0.467728
-6.75323,1,1.01208,1,3,0,7.57655,0.237387
-6.77017,0.994593,1.01208,1,1,0,6.77046,0.224328
-7.33144,0.873675,1.01208,2,3,0,7.62007,0.133431
-6.8349,1,1.01208,2,3,0,7.20185,0.304347
-7.15836,0.87948,1.01208,1,1,0,7.17345,0.372771
-8.13849,0.824005,1.01208,2,3,0,8.26132,0.48459
-7.30851,1,1.01208,2,3,0,8.04916,0.135354
-7.26802,0.942841,1.01208,2,3,0,8.14886,0.13889
-7.32855,0.987289,1.01208,1,1,0,7.44496,0.13367
-6.95424,1,1.01208,2,3,0,7.2459,0.175974
-7.16974,0.982785,1.01208,2,3,0,7.19144,0.148352
-7.16974,0.489183,1.01208,1,3,0,10.4163,0.148352
-7.17591,0.998604,1.01208,1,1,0,7.2855,0.147716
-6.91554,1,1.01208,1,1,0,7.12116,0.182687
-6.84791,1,1.01208,2,3,0,6.91512,0.197087
-6.92596,0.894748,1.01208,2,3,0,7.47132,0.328998
-6.75688,1,1.01208,1,3,0,6.86423,0.266878
-6.89252,0.963171,1.01208,1,3,0,6.89255,0.320839
-9.21395,0.37191,1.01208,1,1,0,9.22578,0.565616
-7.01432,1,1.01208,1,1,0,8.30744,0.347665
-6.86536,0.943432,1.01208,2,3,0,7.29863,0.192937
-7.24056,0.907819,1.01208,1,1,0,7.2408,0.1414
-6.84131,1,1.01208,1,3,0,7.13579,0.198765
-6.84131,0.70658,1.01208,1,3,0,7.98054,0.198765
-7.03162,0.9498,1.01208,1,1,0,7.03645,0.164559
-6.89249,1,1.01208,1,1,0,7.0142,0.187134
-7.04657,0.986869,1.01208,2,3,0,7.06376,0.162586
-7.67043,0.872364,1.01208,1,1,0,7.6726,0.110012
-6.89286,0.973719,1.01208,2,3,0,7.95496,0.18706
-7.15871,0.912687,1.01208,2,3,0,7.61265,0.149505
-7.80807,0.876092,1.01208,1,1,0,7.81606,0.102442
-7.22021,1,1.01208,2,3,0,7.70975,0.143324
-7.85055,0.870954,1.01208,1,3,0,8.48715,0.457551
-6.92436,1,1.01208,1,1,0,7.49518,0.328624
-8.27415,0.564231,1.01208,1,1,0,8.30259,0.496339
-7.15976,1,1.01208,1,1,0,7.90808,0.372993
-7.30895,0.682274,1.01208,2,3,0,8.4263,0.135316
-8.05168,0.87123,1.01208,1,1,0,8.06436,0.0909002
-7.23011,0.931117,1.01208,2,3,0,8.87867,0.383735
-6.86461,0.975862,1.01208,1,3,0,7.33724,0.193108
-7.33953,0.876686,1.01208,2,3,0,7.79056,0.399095
-6.79897,1,1.01208,1,1,0,7.12876,0.291243
-7.93329,0.63249,1.01208,1,1,0,7.9337,0.465649
-6.79336,1,1.01208,1,3,0,7.68848,0.213678
-6.90393,0.937412,1.01208,2,3,0,7.15955,0.323712
-8.18415,0.779179,1.01208,2,3,0,8.20698,0.488607
-6.85722,1,1.01208,1,1,0,7.64134,0.311206
-6.99709,0.671222,1.01208,2,3,0,8.2533,0.169378
-6.7687,1,1.01208,1,3,0,6.933,0.225172
-8.52593,0.626435,1.01208,1,3,0,8.62559,0.516777
-7.31104,1,1.01208,2,3,0,9.1202,0.135139
-9.42837,0.842181,1.01208,1,3,0,9.53862,0.050407
-9.58029,0.987383,1.01208,1,1,0,9.94877,0.0474772
-8.6522,1,1.01208,1,1,0,9.57493,0.0693623
-7.63982,1,1.01208,1,1,0,8.50977,0.11182
-7.22583,1,1.01208,1,1,0,7.59519,0.142786
-6.77068,0.963052,1.01208,1,3,0,7.22383,0.277218
-6.74816,0.988635,1.01208,2,3,0,6.81739,0.247915
-6.77856,0.983788,1.01208,2,3,0,6.81844,0.281705
-7.00353,0.954648,1.01208,2,3,0,7.04219,0.168449
-6.83312,1,1.01208,1,1,0,6.96176,0.200941
-10.5798,0.408927,1.01208,1,3,0,10.8396,0.642258
-7.34296,1,1.01208,2,3,0,9.2977,0.399554
-6.92742,1,1.01208,2,3,0,7.39672,0.180536
-7.34324,0.903704,1.01208,1,1,0,7.3458,0.132462
-6.86428,1,1.01208,1,3,0,7.22159,0.193182
-6.81493,0.831376,1.01208,2,3,0,7.83237,0.29747
-7.86668,0.81462,1.01208,2,3,0,7.86922,0.459152
-7.86668,0.399022,1.01208,1,1,0,9.40486,0.459152
-7.94294,0.966545,1.01208,1,1,0,8.40997,0.466574
-7.28349,0.832796,1.01208,1,3,0,8.6925,0.137516
-7.02976,0.955538,1.01208,2,3,0,7.83667,0.164808
-6.88273,1,1.01208,2,3,0,7.00708,0.189144
-6.79308,1,1.01208,1,1,0,6.86016,0.213785
-6.74853,1,1.01208,1,3,0,6.78084,0.246037
-6.74937,0.998586,1.01208,2,3,0,6.75509,0.243543
-6.74813,0.809301,1.01208,2,3,0,7.69657,0.251862
-7.17971,0.885853,1.01208,1,3,0,7.19383,0.376119
-8.08344,0.674385,1.01208,1,1,0,8.21697,0.479655
-6.75658,1,1.01208,1,3,0,7.67318,0.233886
-6.77034,0.983098,1.01208,2,3,0,6.84435,0.224233
-6.75695,0.990053,1.01208,2,3,0,6.8204,0.233547
-6.90646,0.929131,1.01208,2,3,0,7.09872,0.324335
-6.79888,0.923908,1.01208,2,3,0,7.2263,0.211614
-6.79888,0.60574,1.01208,1,3,0,8.22936,0.211614
-6.99217,0.897367,1.01208,2,3,0,7.45058,0.170098
-6.93614,1,1.01208,1,1,0,7.01996,0.17901
-6.91282,1,1.01208,1,1,0,6.97286,0.183192
-7.43385,0.955292,1.01208,2,3,0,7.43385,0.125458
-7.24205,1,1.01208,1,1,0,7.47434,0.141261
-7.87628,0.883861,1.01208,1,1,0,7.89229,0.0989941
-7.03805,0.968529,1.01208,2,3,0,8.31933,0.163702
-6.91125,1,1.01208,1,1,0,7.0299,0.183487
-6.74821,0.995215,1.01208,1,3,0,6.88089,0.252406
-6.88964,0.960454,1.01208,2,3,0,6.96322,0.187712
-6.92399,0.990764,1.01208,1,1,0,6.9586,0.181147
-6.92399,0.814564,1.01208,1,3,0,7.83865,0.181147
-6.85836,0.952591,1.01208,2,3,0,7.42789,0.194555
-6.7955,1,1.01208,1,1,0,6.84617,0.212863
-7.02743,0.942564,1.01208,2,3,0,7.19314,0.350174
-6.77043,1,1.01208,2,3,0,6.93073,0.277062
-6.77043,0.599249,1.01208,1,3,0,8.59718,0.277062
-7.43709,0.8094,1.01208,1,3,0,7.67804,0.12522
-6.93428,1,1.01208,1,1,0,7.31698,0.179331
-6.8032,1,1.01208,2,3,0,6.89967,0.210084
-6.99901,0.932563,1.01208,2,3,0,7.27922,0.169099
-7.11464,0.972188,1.01208,1,1,0,7.16056,0.154328
-6.8261,1,1.01208,2,3,0,7.0366,0.202899
-6.91567,0.975165,1.01208,1,1,0,6.92608,0.182662
-6.91567,0.359519,1.01208,1,3,0,10.3623,0.182662
-6.86454,1,1.01208,1,1,0,6.92671,0.193123
-6.96784,0.972486,1.01208,1,1,0,6.98527,0.173797
-7.05103,0.979323,1.01208,1,1,0,7.0958,0.162011
-6.81087,1,1.01208,1,1,0,6.98457,0.207521
-6.7521,0.987523,1.01208,2,3,0,6.8951,0.238826
-7.18998,0.885674,1.01208,1,3,0,7.22389,0.377703
-7.29367,0.707182,1.01208,2,3,0,8.35311,0.136628
-6.77799,0.934079,1.01208,2,3,0,7.73419,0.220263
-8.16283,0.691262,1.01208,1,3,0,8.27193,0.48674
-6.91861,1,1.01208,1,1,0,7.66476,0.32727
-6.91861,0.282763,1.01208,1,1,0,8.60907,0.32727
-6.90767,1,1.01208,1,1,0,6.97314,0.324632
-6.90767,0.655035,1.01208,1,1,0,7.52063,0.324632
-6.79425,0.975402,1.01208,2,3,0,7.03564,0.213333
-6.75211,0.996031,1.01208,2,3,0,6.80137,0.261418
-6.84323,0.97534,1.01208,1,3,0,6.84355,0.306992
-7.22154,0.933027,1.01208,2,3,0,7.25057,0.143195
-6.82485,1,1.01208,1,3,0,7.1165,0.203259
-7.25694,0.840576,1.01208,2,3,0,7.81079,0.387639
-6.92024,1,1.01208,1,1,0,7.16422,0.327656
-6.8502,1,1.01208,2,3,0,6.92423,0.309125
-6.81532,0.986752,1.01208,2,3,0,6.94035,0.206112
-6.81704,0.999497,1.01208,1,1,0,6.83743,0.205582
-6.75555,1,1.01208,2,3,0,6.81192,0.265539
-7.81869,0.689051,1.01208,2,3,0,8.50075,0.101893
-7.96059,0.992545,1.01208,2,3,0,8.15192,0.0949737
-7.08484,1,1.01208,1,3,0,7.77796,0.157809
-6.75633,0.979243,1.01208,1,3,0,7.05993,0.266344
-6.97428,0.950099,1.01208,2,3,0,7.03921,0.172794
-6.97428,0.487473,1.01208,1,3,0,9.60388,0.172794
-7.19119,0.917121,1.01208,2,3,0,7.74602,0.146168
-7.37944,0.960499,1.01208,1,1,0,7.45096,0.129576
-6.96144,1,1.01208,1,1,0,7.28551,0.174811
-7.79908,0.889735,1.01208,1,3,0,7.80517,0.102911
-7.3495,1,1.01208,2,3,0,7.76517,0.131954
-7.32619,1,1.01208,1,1,0,7.48321,0.133866
-7.70425,0.929743,1.01208,1,1,0,7.76341,0.108069
-6.95367,1,1.01208,2,3,0,7.46746,0.335235
-7.67732,0.869361,1.01208,2,3,0,7.72497,0.439569
-6.82105,1,1.01208,1,1,0,7.33509,0.299668
-6.8044,0.636047,1.01208,2,3,0,8.30781,0.293454
-6.75251,0.998242,1.01208,1,3,0,6.80121,0.238281
-6.97177,0.947777,1.01208,1,3,0,6.98491,0.173182
-7.05586,0.939079,1.01208,2,3,0,7.57419,0.161392
-7.63698,0.576211,1.01208,2,3,0,10.7452,0.111991
-6.85647,1,1.01208,1,3,0,7.46054,0.195003
-6.85647,0.754514,1.01208,1,3,0,7.85023,0.195003
-6.96005,0.972222,1.01208,1,1,0,6.97563,0.175032
-7.24621,0.851624,1.01208,2,3,0,8.37771,0.140876
-9.0327,0.855892,1.01208,1,3,0,9.09542,0.0591277
-7.45875,1,1.01208,1,3,0,8.79058,0.123654
-6.78884,0.93815,1.01208,1,3,0,7.48887,0.286795
-7.00048,0.961798,1.01208,2,3,0,7.00471,0.344954
-6.80174,0.986928,1.01208,1,3,0,7.0442,0.210593
-6.87249,0.891722,1.01208,2,3,0,7.38953,0.315527
-7.29351,0.843004,1.01208,1,1,0,7.31873,0.39281
-10.88,0.206836,1.01208,1,1,0,10.9981,0.65652
-8.81867,1,1.01208,2,3,0,10.0645,0.0646268
-7.19288,1,1.01208,1,3,0,8.5607,0.145999
-6.74803,0.982359,1.01208,1,3,0,7.11988,0.249602
-7.6343,0.724222,1.01208,2,3,0,8.30988,0.112151
-8.23141,0.908412,1.01208,1,1,0,8.29307,0.0835788
-7.82676,1,1.01208,2,3,0,8.29301,0.101479
-7.28765,1,1.01208,2,3,0,7.75379,0.137152
-6.7696,0.958421,1.01208,1,3,0,7.28097,0.276548
-6.85642,0.701525,1.01208,2,3,0,8.14185,0.195016
-6.77231,1,1.01208,2,3,0,6.83176,0.223146
-7.42647,0.865515,1.01208,1,3,0,7.47633,0.126002
-7.92798,0.939081,1.01208,2,3,0,7.9283,0.465138
-8.94177,0.635189,1.01208,1,1,0,9.39658,0.547353
-7.5506,1,1.01208,2,3,0,9.15395,0.117391
-7.36452,1,1.01208,1,1,0,7.61834,0.13075
-7.05033,1,1.01208,1,1,0,7.31919,0.1621
-8.29068,0.747633,1.01208,1,3,0,8.75379,0.497733
-7.2543,1,1.01208,2,3,0,8.62952,0.140132
-6.75409,0.968616,1.01208,1,3,0,7.20998,0.263936
-7.36195,0.840891,1.01208,1,3,0,7.36769,0.402073
-7.28709,1,1.01208,1,1,0,7.5416,0.391914
-6.84681,0.92896,1.01208,2,3,0,7.66762,0.197361
-7.21413,0.925359,1.01208,2,3,0,7.47058,0.381362
-7.32101,0.790811,1.01208,2,3,0,8.09833,0.134298
-6.77156,0.813011,1.01208,2,3,0,8.77901,0.27775
-7.63233,0.762961,1.01208,1,3,0,7.95125,0.11227
-7.45545,0.924017,1.01208,1,3,0,8.52571,0.413983
-7.04201,1,1.01208,1,1,0,7.37178,0.352901
-6.89774,1,1.01208,2,3,0,7.02917,0.322165
-6.89527,1,1.01208,2,3,0,6.95162,0.321541
-6.80329,1,1.01208,2,3,0,6.87782,0.210052
-6.87476,0.97955,1.01208,1,1,0,6.8819,0.190845
-6.85983,0.950211,1.01208,2,3,0,7.33882,0.194211
-6.76748,1,1.01208,1,1,0,6.83196,0.2259
-7.10853,0.757723,1.01208,2,3,0,7.95222,0.364627
-8.19252,0.624675,1.01208,1,1,0,8.29282,0.489337
-7.82099,1,1.01208,2,3,0,8.45921,0.454586
-6.75193,1,1.01208,1,3,0,7.4848,0.239058
-7.10084,0.917525,1.01208,1,3,0,7.13209,0.155916
-7.10084,0.618742,1.01208,1,3,0,9.30878,0.155916
-7.21698,0.928674,1.01208,2,3,0,7.9045,0.143633
-7.1073,1,1.01208,2,3,0,7.2627,0.155168
-8.15682,0.78625,1.01208,1,3,0,8.68052,0.486211
-6.84927,1,1.01208,1,3,0,7.97471,0.196749
-6.93133,0.977662,1.01208,1,1,0,6.94799,0.179846
-6.74811,0.768469,1.01208,2,3,0,8.47008,0.248386
-7.84388,0.801314,1.01208,2,3,0,8.0771,0.100609
-7.06354,1,1.01208,1,1,0,7.67727,0.160423
-7.06354,0.690908,1.01208,1,3,0,8.80579,0.160423
-6.98044,1,1.01208,1,1,0,7.09059,0.171851
-6.85596,1,1.01208,2,3,0,6.9598,0.195125
-7.83381,0.84107,1.01208,1,3,0,7.87934,0.101119
-7.03073,1,1.01208,2,3,0,7.5682,0.350796
-7.74049,0.73902,1.01208,1,1,0,7.81808,0.446301
-9.51023,0.454313,1.01208,1,1,0,9.8568,0.584184
-8.27233,1,1.01208,1,1,0,9.55516,0.496185
-6.97695,1,1.01208,1,1,0,7.76484,0.340183
-6.75517,1,1.01208,1,3,0,6.89655,0.265142
-6.8113,0.981804,1.01208,2,3,0,6.83689,0.207383
-7.11595,0.921708,1.01208,1,3,0,7.23341,0.365872
-8.65434,0.674504,1.01208,2,3,0,8.66626,0.0692986
-8.73061,0.997113,1.01208,2,3,0,9.05359,0.0670777
-7.03334,1,1.01208,2,3,0,8.17103,0.351287
-7.26899,0.906285,1.01208,1,1,0,7.36382,0.389361
-7.62375,0.857334,1.01208,1,1,0,7.81325,0.433685
-7.62375,0.577551,1.01208,1,3,0,8.877,0.433685
-7.79722,0.567967,1.01208,1,3,0,9.36539,0.103008
-7.87425,0.987517,1.01208,1,1,0,8.08201,0.0990939
-9.00103,0.886557,1.01208,2,3,0,9.01815,0.551437
-7.44271,1,1.01208,1,1,0,8.53549,0.412406
-7.60003,0.933478,1.01208,1,1,0,7.87486,0.431025
-7.16754,1,1.01208,2,3,0,7.4664,0.14858
-7.67755,0.889843,1.01208,1,3,0,8.24286,0.439594
-6.91091,1,1.01208,1,1,0,7.38969,0.325421
-7.07153,0.937361,1.01208,1,1,0,7.1207,0.35824
-7.07153,0.314748,1.01208,1,1,0,8.62269,0.35824
-7.41357,0.86531,1.01208,1,1,0,7.51947,0.408746
-7.41357,0.491011,1.01208,1,1,0,8.51741,0.408746
-7.41357,0.331724,1.01208,1,3,0,9.67844,0.408746
-6.98014,1,1.01208,2,3,0,7.40587,0.171897
-7.44354,0.965896,1.01208,2,3,0,7.44807,0.12475
-7.09555,1,1.01208,2,3,0,7.39588,0.156536
-7.91607,0.845186,1.01208,2,3,0,8.63438,0.0970647
-8.5888,0.909825,1.01208,1,1,0,8.66637,0.0712845
-6.81189,0.926066,1.01208,1,3,0,8.40089,0.207195
-6.75112,1,1.01208,1,3,0,6.79366,0.24024
-6.88438,0.967555,1.01208,1,3,0,6.89068,0.188796
-7.07309,0.951999,1.01208,1,1,0,7.08507,0.159237
-6.74891,0.995121,1.01208,2,3,0,7.08008,0.255284
-6.86625,0.967559,1.01208,1,3,0,6.88663,0.192735
-6.75014,1,1.01208,1,3,0,6.83528,0.24193
-7.00498,0.931921,1.01208,2,3,0,7.15222,0.168241
-7.27515,0.938376,1.01208,1,1,0,7.29913,0.138253
-6.97211,1,1.01208,2,3,0,7.2178,0.17313
-7.49185,0.952398,1.01208,2,3,0,7.70934,0.418418
-6.82565,0.629077,1.01208,2,3,0,9.02469,0.20303
-6.82963,0.998847,1.01208,1,1,0,6.85257,0.201903
-7.33044,0.783823,1.01208,2,3,0,8.12353,0.397872
-7.33044,0.4691,1.01208,1,1,0,8.45919,0.397872
-6.95119,1,1.01208,2,3,0,7.31609,0.176473
-6.76644,1,1.01208,2,3,0,6.92638,0.274486
-9.88752,0.427652,1.01208,1,3,0,11.5386,0.0421438
-8.71238,1,1.01208,2,3,0,9.82574,0.0676001
-8.14542,1,1.01208,2,3,0,8.76091,0.0869713
-6.75128,0.894982,1.01208,1,3,0,8.09847,0.260176
-6.74808,0.998936,1.01208,2,3,0,6.75569,0.251348
-6.74808,0.562128,1.01208,1,3,0,8.07319,0.251348
-6.76017,0.989018,1.01208,2,3,0,6.79496,0.269809
-6.75046,1,1.01208,1,1,0,6.75697,0.258804
-6.74825,0.999713,1.01208,2,3,0,6.7515,0.24733
-6.75937,0.856217,1.01208,2,3,0,7.41391,0.269135
-6.75535,1,1.01208,1,1,0,6.75998,0.265334
-6.75674,0.999838,1.01208,2,3,0,6.75907,0.266739
-6.75395,0.970885,1.01208,2,3,0,6.87612,0.263771
-6.75969,0.931149,1.01208,2,3,0,7.04154,0.269413
-7.27153,0.83327,1.01208,2,3,0,7.55476,0.138576
-7.88009,0.963217,1.01208,2,3,0,7.90131,0.0988066
-8.56863,0.968866,1.01208,2,3,0,8.63994,0.0719108
-9.9286,0.873021,1.01208,1,1,0,9.95166,0.041485
-11.8429,0.896697,1.01208,1,1,0,11.8511,0.0205403
-6.76361,0.946453,1.01208,1,3,0,13.3248,0.272494
-7.11573,0.894992,1.01208,1,3,0,7.23397,0.154204
-7.61049,0.900126,1.01208,1,1,0,7.6262,0.113601
-7.12215,1,1.01208,1,1,0,7.52396,0.15348
-7.01682,1,1.01208,1,1,0,7.14849,0.166577
-6.89468,1,1.01208,1,1,0,7.00644,0.186695
-7.55259,0.900849,1.01208,1,3,0,7.55675,0.117261
-7.06598,1,1.01208,2,3,0,7.38976,0.357255
-6.92508,0.902837,1.01208,2,3,0,7.49536,0.180953
-7.08524,0.960121,1.01208,1,1,0,7.10828,0.157762
-8.54049,0.844393,1.01208,1,3,0,8.58605,0.0727967
-7.35166,0.920504,1.01208,1,3,0,9.49398,0.400712
-7.35166,0.403761,1.01208,1,1,0,8.66836,0.400712
-11.2108,0.514858,1.01208,2,3,0,11.3416,0.671372
-7.69374,1,1.01208,1,1,0,9.93325,0.441339
-6.96562,0.880229,1.01208,2,3,0,8.37019,0.174146
-6.93388,1,1.01208,1,1,0,7.00394,0.179402
-6.8611,1,1.01208,1,1,0,6.9348,0.193916
