# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = bernoulli_model
# start_datetime = 2025-04-17 02:54:08 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\bernoulli\bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 20060626
# output
#   file = examples\bernoulli\outputs\output2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.939616
# Diagonal elements of inverse mass matrix:
# 0.557715
-6.75828,1,0.939616,1,1,0,6.77867,0.268183
-7.09177,0.921547,0.939616,1,3,0,7.10317,0.361774
-7.05351,1,0.939616,1,1,0,7.17066,0.35501
-10.108,0.334495,0.939616,1,1,0,10.1081,0.618173
-7.16746,1,0.939616,2,3,0,10.6049,0.148588
-7.08448,1,0.939616,2,3,0,7.2044,0.157853
-6.79798,0.989009,0.939616,2,3,0,7.18811,0.211942
-6.81407,0.996074,0.939616,1,1,0,6.82335,0.206504
-7.05506,0.960986,0.939616,1,3,0,7.05664,0.161495
-7.14355,0.98288,0.939616,1,1,0,7.18981,0.151124
-6.77363,0.993386,0.939616,2,3,0,7.19298,0.222449
-6.77637,0.999301,0.939616,1,1,0,6.78246,0.221052
-6.76562,1,0.939616,1,1,0,6.77625,0.22705
-6.81446,0.983418,0.939616,1,3,0,6.86591,0.297295
-7.51017,0.546206,0.939616,2,3,0,9.38057,0.42061
-6.90929,1,0.939616,1,1,0,7.31508,0.325028
-8.65985,0.508028,0.939616,1,3,0,10.4695,0.069135
-8.4264,1,0.939616,1,1,0,8.81956,0.0765424
-7.85707,1,0.939616,1,1,0,8.4068,0.0999463
-8.0693,0.973329,0.939616,1,1,0,8.19959,0.0901422
-8.6429,0.938778,0.939616,1,1,0,8.70765,0.0696399
-6.92342,1,0.939616,2,3,0,8.57651,0.181251
-6.81164,1,0.939616,1,1,0,6.89863,0.207273
-6.94025,0.966921,0.939616,2,3,0,7.10309,0.332268
-7.17288,0.836546,0.939616,1,3,0,7.7455,0.148028
-7.84366,0.893577,0.939616,1,1,0,7.84366,0.10062
-7.45398,1,0.939616,1,1,0,7.82873,0.123996
-6.85941,0.857449,0.939616,2,3,0,10.5411,0.194309
-6.78065,1,0.939616,1,1,0,6.8403,0.219011
-7.10363,0.938064,0.939616,1,3,0,7.12383,0.155592
-7.11386,0.998023,0.939616,1,1,0,7.18977,0.154416
-7.11386,0.873883,0.939616,1,3,0,7.94702,0.154416
-7.11685,0.999425,0.939616,1,1,0,7.19691,0.154077
-6.9355,1,0.939616,1,1,0,7.09,0.17912
-7.19394,0.948494,0.939616,1,1,0,7.19793,0.145892
-7.34224,0.991337,0.939616,2,3,0,7.39858,0.132544
-7.85089,0.924099,0.939616,1,1,0,7.86719,0.100256
-7.22583,1,0.939616,1,1,0,7.75048,0.142786
-7.33839,0.980404,0.939616,1,1,0,7.40836,0.132859
-7.31897,1,0.939616,1,1,0,7.44711,0.134469
-7.20409,1,0.939616,2,3,0,7.36436,0.144888
-6.78155,1,0.939616,1,3,0,7.14007,0.218598
-6.77415,1,0.939616,1,1,0,6.78493,0.222175
-6.83221,0.979689,0.939616,1,3,0,6.90311,0.303469
-6.8167,1,0.939616,1,1,0,6.84522,0.298114
-7.21948,0.751195,0.939616,2,3,0,8.07994,0.143393
-7.50891,0.983935,0.939616,2,3,0,7.54184,0.120161
-6.81703,0.891609,0.939616,2,3,0,8.37685,0.298234
-6.82595,0.997238,0.939616,1,1,0,6.84496,0.301367
-6.82595,0.542792,0.939616,1,3,0,8.48249,0.301367
-8.6077,0.52832,0.939616,1,3,0,10.0832,0.0707043
-7.43248,0.946011,0.939616,1,3,0,8.45352,0.125558
-7.57581,0.864245,0.939616,1,3,0,8.86151,0.428271
-8.05018,0.840848,0.939616,1,1,0,8.27852,0.476624
-7.97311,1,0.939616,1,1,0,8.43869,0.469446
-6.94753,1,0.939616,2,3,0,7.92829,0.17708
-6.98143,0.992811,0.939616,1,1,0,7.01964,0.171701
-7.3422,0.931958,0.939616,1,1,0,7.34399,0.132547
-6.82257,0.941957,0.939616,1,3,0,7.61605,0.300201
-7.04071,0.932363,0.939616,1,1,0,7.04491,0.352661
-6.77242,1,0.939616,2,3,0,7.03632,0.223087
-7.68929,0.814494,0.939616,1,3,0,7.88343,0.108921
-7.23322,0.90018,0.939616,1,3,0,8.7784,0.384192
-6.81179,1,0.939616,1,1,0,7.09699,0.296305
-6.91958,0.878029,0.939616,2,3,0,7.41388,0.181945
-7.20393,0.980999,0.939616,2,3,0,7.20544,0.144903
-6.75243,0.908998,0.939616,2,3,0,8.10424,0.261857
-6.82323,0.988994,0.939616,2,3,0,6.83051,0.20373
-7.3559,0.866402,0.939616,1,3,0,7.62633,0.401274
-6.74911,1,0.939616,1,3,0,7.22526,0.255854
-6.79608,0.992052,0.939616,2,3,0,6.80426,0.212644
-6.76341,0.943355,0.939616,2,3,0,7.14929,0.272347
-7.29713,0.725425,0.939616,2,3,0,8.25884,0.393314
-6.82129,0.967485,0.939616,1,3,0,7.45697,0.204302
-6.74929,1,0.939616,1,3,0,6.81066,0.243746
-6.74814,0.999878,0.939616,2,3,0,6.75009,0.248098
-6.90153,0.961066,0.939616,1,3,0,6.92539,0.323117
-7.27668,0.953202,0.939616,2,3,0,7.29152,0.390451
-6.85728,1,0.939616,1,1,0,7.14237,0.311223
-7.86195,0.573308,0.939616,2,3,0,9.72023,0.0997029
-7.09068,0.917317,0.939616,1,3,0,8.81306,0.361586
-6.75007,1,0.939616,1,3,0,7.05668,0.242052
-6.87413,0.971038,0.939616,1,3,0,6.89071,0.190984
-6.86403,1,0.939616,1,1,0,6.89775,0.19324
-6.75084,0.962866,0.939616,2,3,0,7.17783,0.259458
-6.74838,1,0.939616,2,3,0,6.75037,0.246668
-7.88121,0.754378,0.939616,1,3,0,7.99607,0.460585
-7.43727,1,0.939616,1,1,0,7.90219,0.411728
-6.86531,1,0.939616,1,1,0,7.2488,0.313528
-6.75138,0.998096,0.939616,1,3,0,6.86867,0.239843
-7.43513,0.58097,0.939616,2,3,0,9.64595,0.125364
-7.15462,1,0.939616,1,1,0,7.41165,0.149938
-7.02103,1,0.939616,1,1,0,7.15929,0.165995
-6.75842,0.939058,0.939616,2,3,0,7.53398,0.268311
-6.79465,0.989373,0.939616,1,1,0,6.79478,0.2894
-7.12425,0.925909,0.939616,1,3,0,7.12431,0.367249
-8.97631,0.752885,0.939616,2,3,0,8.99675,0.549741
-9.24535,0.906664,0.939616,1,1,0,10.0066,0.567645
-7.62246,1,0.939616,1,1,0,8.81108,0.43354
-7.32478,1,0.939616,2,3,0,7.67196,0.397106
-7.48381,0.944893,0.939616,1,1,0,7.65486,0.417447
-6.74906,1,0.939616,1,3,0,7.32323,0.255728
-6.98577,0.783161,0.939616,2,3,0,7.95423,0.171048
-6.89611,0.978351,0.939616,2,3,0,7.24272,0.18641
-6.94673,0.988922,0.939616,1,1,0,6.97056,0.177213
-7.26799,0.937395,0.939616,1,1,0,7.26954,0.138893
-7.35832,0.984517,0.939616,1,1,0,7.44101,0.131245
-6.90129,0.990888,0.939616,1,3,0,7.26762,0.185391
-7.08305,0.962091,0.939616,1,1,0,7.08938,0.158026
-7.5957,0.912007,0.939616,1,1,0,7.59649,0.114516
-8.07709,0.935959,0.939616,1,1,0,8.11882,0.0898103
-6.85139,1,0.939616,1,3,0,8.00266,0.196229
-6.7485,1,0.939616,1,3,0,6.8412,0.246142
-7.17528,0.928263,0.939616,2,3,0,7.25428,0.14778
-9.64334,0.766993,0.939616,2,3,0,9.96392,0.0463209
-9.89453,0.99481,0.939616,2,3,0,10.1615,0.0420306
-8.05216,0.897878,0.939616,1,3,0,9.75135,0.0908795
-8.23311,0.815763,0.939616,1,3,0,10.6944,0.492843
-6.83993,1,0.939616,1,3,0,7.76755,0.305958
-8.1538,0.620477,0.939616,1,3,0,9.28131,0.0866321
-8.28269,0.985425,0.939616,1,1,0,8.47275,0.0816442
-7.10138,0.97508,0.939616,1,3,0,8.13508,0.155854
-6.86019,1,0.939616,1,1,0,7.04887,0.194128
-7.03412,0.962388,0.939616,1,1,0,7.03662,0.164225
-6.76963,1,0.939616,1,3,0,6.9875,0.224635
-7.78879,0.849896,0.939616,2,3,0,7.94729,0.103451
-8.65621,0.966869,0.939616,2,3,0,8.6654,0.069243
-6.94001,0.973213,0.939616,2,7,0,8.18846,0.332213
-6.86095,1,0.939616,1,1,0,6.9379,0.312288
-7.75346,0.74018,0.939616,1,1,0,7.75348,0.447657
-6.75888,0.890507,0.939616,2,3,0,8.41293,0.231886
-8.36639,0.67634,0.939616,1,3,0,8.58436,0.50402
-6.75395,1,0.939616,1,3,0,7.94543,0.263775
-6.89546,0.902879,0.939616,2,3,0,7.2963,0.186539
-6.85297,0.971157,0.939616,2,3,0,7.15722,0.309956
-6.74982,0.987135,0.939616,2,3,0,6.92614,0.257546
-7.02045,0.9345,0.939616,1,3,0,7.04111,0.348846
-7.03729,0.994354,0.939616,1,1,0,7.1212,0.352026
-7.03729,0.445931,0.939616,1,3,0,9.44835,0.352026
-6.87046,1,0.939616,1,1,0,7.00117,0.314967
-7.6487,0.694768,0.939616,2,3,0,8.45453,0.11129
-8.44845,0.901587,0.939616,1,1,0,8.45693,0.0757989
-7.25105,0.985761,0.939616,2,3,0,8.76906,0.14043
-7.09627,1,0.939616,1,1,0,7.26138,0.156451
-8.3496,0.851698,0.939616,1,3,0,8.42019,0.0792124
-7.43119,0.950491,0.939616,1,3,0,8.21847,0.125653
-7.11905,1,0.939616,1,1,0,7.39277,0.153829
-7.05381,1,0.939616,1,1,0,7.15774,0.161654
-6.92258,1,0.939616,2,3,0,7.04119,0.181401
-6.75003,0.99357,0.939616,1,3,0,6.935,0.257973
-6.75289,0.999187,0.939616,1,1,0,6.75307,0.262466
-6.75289,0.913222,0.939616,1,3,0,7.02925,0.262466
-6.75289,0.974471,0.939616,1,3,0,6.83289,0.262466
-6.98486,0.905083,0.939616,2,3,0,7.27684,0.341812
-6.765,0.992947,0.939616,1,3,0,7.0198,0.227449
-6.76992,0.998729,0.939616,1,1,0,6.77339,0.224466
-6.76992,0.90167,0.939616,1,3,0,7.19636,0.224466
-7.12333,0.935415,0.939616,2,3,0,7.2602,0.153348
-6.74846,0.911888,0.939616,2,3,0,8.11887,0.246317
-6.75643,0.997903,0.939616,2,3,0,6.76224,0.234028
-6.82875,0.985145,0.939616,1,3,0,6.83089,0.202149
-6.93861,0.991689,0.939616,2,3,0,6.94202,0.178586
-6.77069,0.960524,0.939616,2,3,0,7.22411,0.277224
-6.97732,0.882372,0.939616,2,3,0,7.42081,0.172326
-6.7617,1,0.939616,1,3,0,6.94017,0.229716
-7.15137,0.9173,0.939616,1,3,0,7.2041,0.150283
-7.14746,1,0.939616,1,1,0,7.23682,0.150702
-7.38106,0.986326,0.939616,2,3,0,7.41375,0.12945
-7.10269,1,0.939616,1,1,0,7.35036,0.155701
-7.31003,0.962386,0.939616,1,1,0,7.34082,0.135224
-7.00064,0.947751,0.939616,1,3,0,7.88601,0.344985
-6.74884,0.9676,0.939616,2,3,0,7.18387,0.255073
-6.75049,0.999535,0.939616,1,1,0,6.75053,0.258845
-7.42164,0.845265,0.939616,1,3,0,7.4686,0.409767
-6.80752,1,0.939616,1,3,0,7.22324,0.294678
-7.0314,0.892384,0.939616,2,3,0,7.40124,0.164588
-7.00458,1,0.939616,1,1,0,7.07758,0.168299
-7.38353,0.976631,0.939616,2,3,0,7.38577,0.129257
-6.76185,0.998844,0.939616,1,3,0,7.34415,0.229608
-6.74923,0.940271,0.939616,2,3,0,7.10757,0.256174
-6.79545,0.988891,0.939616,1,3,0,6.79819,0.28975
-6.8268,0.932379,0.939616,2,3,0,7.13632,0.2027
-7.10639,0.920084,0.939616,1,3,0,7.33553,0.364267
-7.17331,0.977235,0.939616,1,1,0,7.2793,0.375123
-7.02867,0.87869,0.939616,1,3,0,7.78014,0.164956
-7.61143,0.914706,0.939616,1,3,0,7.61235,0.113542
-6.85986,0.998715,0.939616,1,3,0,7.50484,0.194205
-7.00093,0.969197,0.939616,1,1,0,7.00573,0.168823
-6.79511,0.99856,0.939616,1,3,0,6.95467,0.213009
-6.79511,0.977263,0.939616,1,3,0,6.8984,0.213009
-7.19757,0.662622,0.939616,2,3,0,9.30791,0.145532
-7.02011,0.945717,0.939616,1,3,0,7.76043,0.34878
-6.88715,0.948549,0.939616,1,3,0,7.32237,0.188224
-6.88715,0.824449,0.939616,1,3,0,7.9212,0.188224
-7.51194,0.945367,0.939616,2,3,0,7.59146,0.420822
-6.75464,0.782975,0.939616,2,3,0,8.52517,0.264556
-6.74898,1,0.939616,2,3,0,6.75349,0.24456
-6.76506,0.995356,0.939616,1,3,0,6.77182,0.273536
-6.83387,0.991675,0.939616,2,3,0,6.83504,0.200736
-8.25193,0.817486,0.939616,2,3,0,8.47737,0.0827969
-8.02548,1,0.939616,1,1,0,8.37024,0.0920447
-6.98713,0.986597,0.939616,1,3,0,7.89035,0.170845
-7.08051,0.937432,0.939616,1,3,0,7.54874,0.35982
-6.77667,0.862045,0.939616,2,3,0,7.70332,0.280687
-6.76882,0.982643,0.939616,2,3,0,6.8663,0.276051
-6.81806,0.985302,0.939616,1,1,0,6.81919,0.298605
-6.81436,0.979855,0.939616,1,3,0,6.94887,0.206414
-7.17663,0.938411,0.939616,1,3,0,7.18764,0.147642
-8.22687,0.866639,0.939616,1,3,0,8.24913,0.0837531
-7.74999,1,0.939616,1,1,0,8.22229,0.10553
-6.9053,1,0.939616,2,3,0,7.51661,0.324051
-6.76257,1,0.939616,1,3,0,6.86325,0.271713
-6.74913,1,0.939616,2,3,0,6.76095,0.244148
-6.74822,0.950025,0.939616,2,3,0,7.02486,0.247521
-8.16163,0.248088,0.939616,2,3,0,13.0158,0.0863171
-6.75,0.927404,0.939616,2,3,0,9.14017,0.257921
-6.76979,0.920409,0.939616,2,3,0,7.16847,0.224545
-7.73465,0.784713,0.939616,1,3,0,7.93405,0.445687
-7.73465,0.770611,0.939616,1,1,0,8.44626,0.445687
-7.67418,1,0.939616,1,1,0,8.02197,0.439228
-6.7991,0.638481,0.939616,2,3,0,9.45722,0.291296
-7.27161,0.893263,0.939616,1,3,0,7.2724,0.389733
-7.85094,0.812141,0.939616,1,1,0,7.96484,0.457589
-7.67026,1,0.939616,1,1,0,8.07812,0.438803
-7.12539,1,0.939616,2,3,0,7.54674,0.367437
-7.65657,0.627064,0.939616,1,3,0,8.94848,0.110824
-6.77973,1,0.939616,1,3,0,7.60899,0.219435
-7.95781,0.767874,0.939616,1,3,0,8.23906,0.0951022
-7.84404,1,0.939616,1,1,0,8.10166,0.100601
-6.91203,0.994799,0.939616,1,3,0,7.72293,0.18334
-7.78416,0.87474,0.939616,1,3,0,7.83821,0.103696
-7.78416,0.765477,0.939616,1,3,0,10.8479,0.103696
-6.74833,0.952581,0.939616,1,3,0,7.90135,0.253132
-6.7652,0.995283,0.939616,1,3,0,6.77085,0.227318
-6.89833,0.973734,0.939616,1,3,0,6.90246,0.18597
-6.87494,1,0.939616,1,1,0,6.91825,0.190808
-6.75249,0.932065,0.939616,2,3,0,7.46324,0.238312
-6.82804,0.908227,0.939616,2,3,0,7.32163,0.20235
-6.88965,0.985759,0.939616,1,1,0,6.89801,0.18771
-7.01125,0.973941,0.939616,1,1,0,7.02236,0.167355
-6.94142,1,0.939616,1,1,0,7.02545,0.178106
-6.9689,0.800709,0.939616,2,3,0,8.66599,0.17363
-6.7607,1,0.939616,1,3,0,6.93317,0.23046
-6.7607,0.960379,0.939616,1,3,0,6.93089,0.23046
-6.91988,0.976241,0.939616,2,3,0,6.95628,0.32757
-7.00909,0.901523,0.939616,1,3,0,7.42482,0.167659
-6.89864,1,0.939616,1,1,0,6.9993,0.185909
-7.23081,0.931128,0.939616,2,3,0,7.5436,0.142314
-6.87444,0.983118,0.939616,2,3,0,7.43047,0.190916
-6.85758,1,0.939616,1,1,0,6.8934,0.19474
-7.04075,0.939595,0.939616,1,3,0,7.30367,0.352668
-8.20915,0.52238,0.939616,2,7,0,9.89123,0.0844387
-6.86865,1,0.939616,2,3,0,7.8503,0.314465
-7.47351,0.780221,0.939616,1,3,0,8.1435,0.122607
-6.89705,0.911135,0.939616,2,3,0,8.02615,0.321991
-6.78351,0.986417,0.939616,1,3,0,6.97921,0.217722
-7.5612,0.882397,0.939616,2,3,0,7.74398,0.116704
-7.11853,0.974719,0.939616,2,3,0,7.98504,0.153887
-6.90863,1,0.939616,1,1,0,7.07922,0.18398
-7.87477,0.865706,0.939616,2,3,0,8.19554,0.0990682
-7.24285,1,0.939616,1,1,0,7.77457,0.141187
-6.90996,1,0.939616,1,1,0,7.17405,0.183729
-6.74992,0.997848,0.939616,2,3,0,6.92042,0.242347
-7.22572,0.888723,0.939616,1,3,0,7.34014,0.142797
-6.75486,1,0.939616,2,3,0,7.14148,0.264805
-6.75486,0.43063,0.939616,1,3,0,9.32574,0.264805
-6.76658,0.994829,0.939616,1,3,0,6.78584,0.226451
-6.93237,0.977418,0.939616,2,3,0,6.96222,0.330478
-7.63994,0.732556,0.939616,1,3,0,8.57203,0.111813
-6.84149,0.965948,0.939616,2,3,0,8.0453,0.306449
-7.0308,0.841498,0.939616,2,3,0,7.62013,0.164668
-6.86437,1,0.939616,1,1,0,6.9976,0.193161
-7.87829,0.777865,0.939616,1,3,0,8.30621,0.460299
-8.7036,0.737695,0.939616,1,1,0,9.00815,0.530279
-8.7036,0.587997,0.939616,1,1,0,10.1757,0.530279
-7.39811,1,0.939616,1,1,0,8.33736,0.406774
-7.43811,0.985818,0.939616,1,1,0,7.65036,0.411832
-6.84617,0.956687,0.939616,1,3,0,7.65126,0.197523
-8.43225,0.687679,0.939616,1,3,0,8.89224,0.509364
-7.03852,0.888811,0.939616,1,3,0,9.06795,0.163641
-7.35381,0.942133,0.939616,1,1,0,7.36285,0.131606
-8.24983,0.885016,0.939616,2,3,0,8.87927,0.0828766
-6.82464,1,0.939616,2,3,0,7.88289,0.300917
-8.86661,0.404437,0.939616,2,7,0,10.5811,0.0633406
-7.23363,0.966791,0.939616,1,3,0,8.73104,0.142049
-7.1301,1,0.939616,1,1,0,7.27043,0.152594
-7.08611,1,0.939616,1,1,0,7.18461,0.157657
-6.83024,1,0.939616,2,3,0,7.01533,0.302815
-6.74921,0.999191,0.939616,1,3,0,6.82848,0.243931
-7.15324,0.887993,0.939616,2,3,0,7.46306,0.371955
-7.3476,0.934293,0.939616,1,1,0,7.45457,0.400172
-6.98513,1,0.939616,1,1,0,7.26145,0.341867
-7.82731,0.684652,0.939616,1,3,0,9.02791,0.101451
-7.93082,0.986457,0.939616,1,1,0,8.09071,0.0963645
-7.69589,1,0.939616,1,1,0,8.00362,0.108544
-7.09037,0.978539,0.939616,2,3,0,8.05762,0.157149
-6.92944,1,0.939616,1,1,0,7.06901,0.180179
-7.20647,0.944782,0.939616,1,1,0,7.20893,0.144654
-8.10769,0.880131,0.939616,2,3,0,8.65094,0.0885224
-6.93298,0.993091,0.939616,2,3,0,8.18977,0.179559
-7.38401,0.962092,0.939616,2,3,0,7.39693,0.404956
-7.11587,0.832379,0.939616,1,3,0,8.20196,0.154188
-8.3679,0.851512,0.939616,1,3,0,8.43311,0.0785647
-6.7595,0.942676,0.939616,1,3,0,8.51945,0.231386
-6.75067,0.995827,0.939616,2,3,0,6.78778,0.259164
-6.85844,0.917792,0.939616,2,3,0,7.21138,0.194536
-6.94678,0.98035,0.939616,1,1,0,6.95703,0.177204
-6.9784,0.993286,0.939616,1,1,0,7.01701,0.172162
-6.87806,1,0.939616,2,3,0,6.9683,0.190133
-6.92582,0.989382,0.939616,1,1,0,6.94651,0.18082
-6.9111,1,0.939616,1,1,0,6.95783,0.183514
-7.81578,0.797942,0.939616,1,3,0,8.3213,0.454059
-6.85021,0.962931,0.939616,1,3,0,8.00392,0.196518
-7.47716,0.933655,0.939616,2,3,0,7.5969,0.416641
-7.75496,0.968091,0.939616,2,3,0,7.96736,0.447814
-7.1173,1,0.939616,1,1,0,7.59028,0.366097
-7.58628,0.847817,0.939616,1,1,0,7.65772,0.429466
-8.73407,0.65618,0.939616,1,1,0,8.91351,0.532526
-8.82814,0.966028,0.939616,1,1,0,9.52333,0.539344
-7.4119,0.72942,0.939616,1,3,0,10.4213,0.127089
-6.97061,0.952117,0.939616,1,3,0,7.97803,0.338859
-7.09536,0.630783,0.939616,2,3,0,8.92659,0.36239
-6.78012,0.986122,0.939616,1,3,0,7.16315,0.219256
-8.18516,0.764087,0.939616,2,3,0,8.56928,0.0853795
-6.89777,1,0.939616,1,3,0,8.09222,0.186081
-6.75875,1,0.939616,2,3,0,6.86923,0.268599
-6.94617,0.942748,0.939616,1,3,0,7.04899,0.177306
-6.75712,0.951708,0.939616,2,3,0,7.34311,0.267113
-6.83169,0.983264,0.939616,1,3,0,6.8321,0.303295
-6.95717,0.96069,0.939616,1,1,0,6.96807,0.335996
-6.79533,1,0.939616,1,1,0,6.9079,0.289695
-6.80738,0.954512,0.939616,2,3,0,7.03237,0.208666
-7.11387,0.947456,0.939616,1,3,0,7.12121,0.154415
-6.8457,0.954814,0.939616,1,3,0,7.37081,0.307756
-6.7549,1,0.939616,1,3,0,6.82049,0.264847
-6.9304,0.958478,0.939616,1,3,0,6.93633,0.330027
-6.934,0.998826,0.939616,1,1,0,6.99014,0.330851
-6.76564,1,0.939616,2,3,0,6.92163,0.227041
-6.76358,0.951534,0.939616,2,3,0,7.09258,0.228393
-7.20393,0.709075,0.939616,2,3,0,8.62241,0.144904
-8.83426,0.824272,0.939616,1,3,0,8.96242,0.0642049
-9.00016,0.985822,0.939616,1,1,0,9.24198,0.0599247
-6.82057,0.948936,0.939616,1,3,0,9.19434,0.204516
-7.59756,0.896454,0.939616,2,3,0,7.86497,0.430745
-6.9122,0.92753,0.939616,1,3,0,7.96505,0.183308
-7.73552,0.92717,0.939616,2,3,0,7.87136,0.445779
-8.05787,0.888454,0.939616,1,1,0,8.35906,0.477328
-9.1121,0.890087,0.939616,2,3,0,9.45976,0.558926
-6.97904,0.98575,0.939616,2,3,0,9.61,0.172064
-8.37761,0.588398,0.939616,2,3,0,10.6027,0.0782243
-7.1696,0.968136,0.939616,1,3,0,8.22506,0.148366
-6.96283,1,0.939616,1,1,0,7.13925,0.174588
-6.75318,0.996661,0.939616,2,3,0,6.98177,0.237444
-7.24659,0.880249,0.939616,1,3,0,7.33857,0.386144
-6.85261,0.953925,0.939616,1,3,0,7.48415,0.195931
-6.8977,0.989744,0.939616,1,1,0,6.9136,0.186095
-6.78295,0.98307,0.939616,1,3,0,6.98891,0.283967
-6.78295,0.916584,0.939616,1,3,0,7.03513,0.283967
-6.97198,0.94287,0.939616,1,1,0,6.97201,0.339147
-6.97198,0.505749,0.939616,1,1,0,8.22239,0.339147
-7.22682,0.972384,0.939616,2,3,0,7.2684,0.38325
-6.90964,0.932207,0.939616,1,3,0,7.59159,0.183789
-6.76614,0.964271,0.939616,2,3,0,7.17258,0.274283
-7.2171,0.867016,0.939616,1,3,0,7.46918,0.143622
-6.77982,0.993243,0.939616,2,3,0,7.26802,0.219396
-6.78301,0.983381,0.939616,2,3,0,6.89861,0.283994
-6.78301,0.783759,0.939616,1,3,0,7.74002,0.283994
-6.78301,0.950975,0.939616,1,3,0,6.93411,0.283994
-6.78301,0.499045,0.939616,1,3,0,8.75923,0.283994
-6.74872,0.996725,0.939616,2,3,0,6.80206,0.254686
-7.73107,0.780804,0.939616,2,3,0,8.13251,0.106569
-8.73263,0.961475,0.939616,2,3,0,8.73377,0.0670201
-7.51082,0.940034,0.939616,1,3,0,8.57817,0.120032
-7.06983,1,0.939616,1,1,0,7.43317,0.15964
-7.08517,0.996979,0.939616,1,1,0,7.15301,0.15777
-6.93618,1,0.939616,1,1,0,7.06891,0.179004
-6.75037,0.992762,0.939616,1,3,0,6.95101,0.258629
-6.92354,0.93768,0.939616,2,3,0,7.10522,0.328433
-8.66126,0.648138,0.939616,1,3,0,8.66128,0.527124
-7.44177,1,0.939616,1,1,0,8.34394,0.412289
-8.38072,0.709872,0.939616,1,1,0,8.52631,0.505192
-6.76938,1,0.939616,1,3,0,8.19359,0.224777
-8.29959,0.690398,0.939616,1,3,0,8.78487,0.0810201
-6.99029,0.991722,0.939616,1,3,0,8.17654,0.170375
-6.74873,0.992801,0.939616,1,3,0,6.99797,0.254718
-7.00825,0.824156,0.939616,2,3,0,7.79963,0.167778
-9.32498,0.747003,0.939616,2,3,0,10.2919,0.572724
-6.74814,1,0.939616,1,3,0,8.70181,0.251911
-6.87077,0.977947,0.939616,2,3,0,6.89895,0.191721
-8.32101,0.823471,0.939616,2,3,0,8.57828,0.0802388
-8.58613,0.990953,0.939616,2,3,0,8.74939,0.0713672
-7.60776,1,0.939616,1,1,0,8.45892,0.113769
-6.88021,0.910792,0.939616,1,3,0,8.08291,0.317619
-6.88021,0.696101,0.939616,1,1,0,7.5808,0.317619
-8.80341,0.618861,0.939616,1,3,0,8.8078,0.537569
-7.06633,1,0.939616,1,1,0,8.19577,0.357317
-6.75014,1,0.939616,1,3,0,7.03675,0.241923
-6.75375,0.998212,0.939616,2,3,0,6.76229,0.236779
-8.04496,0.71932,0.939616,1,3,0,8.48671,0.0911919
-7.47776,1,0.939616,1,1,0,7.98342,0.122309
-7.51273,0.994516,0.939616,1,1,0,7.64561,0.119903
-6.77434,0.998303,0.939616,2,3,0,7.49633,0.222077
-7.24542,0.648327,0.939616,2,3,0,9.29154,0.140949
-6.94684,1,0.939616,2,3,0,7.18773,0.177194
-6.91425,0.976664,0.939616,2,3,0,7.22868,0.182926
-7.09353,0.987651,0.939616,2,3,0,7.10169,0.156774
-7.53692,0.974463,0.939616,2,3,0,7.54092,0.118287
-7.29896,1,0.939616,1,1,0,7.55037,0.136171
-6.80006,1,0.939616,2,3,0,7.17296,0.291694
-6.92752,0.945036,0.939616,1,3,0,7.10699,0.180518
-6.88011,1,0.939616,1,1,0,6.93812,0.189695
-6.82038,1,0.939616,1,1,0,6.87328,0.204573
-7.50669,0.911957,0.939616,2,3,0,7.71167,0.420196
-6.88591,0.938805,0.939616,1,3,0,7.81434,0.188479
-7.54366,0.940735,0.939616,2,3,0,7.6368,0.424557
-7.27527,0.750508,0.939616,1,3,0,8.72705,0.138242
-8.09437,0.886112,0.939616,1,3,0,8.09476,0.0890796
-7.55487,1,0.939616,1,1,0,8.04884,0.117113
-7.51696,1,0.939616,1,1,0,7.68699,0.119617
-7.17096,1,0.939616,2,3,0,7.47608,0.148225
-7.77997,0.902312,0.939616,1,1,0,7.78064,0.103918
-6.80939,0.912987,0.939616,1,3,0,8.15464,0.295397
-6.91862,0.966197,0.939616,1,1,0,6.92504,0.327271
-6.91862,0.466647,0.939616,1,3,0,9.30989,0.327271
